0,1
别 瞎说 了 。 你 知道 ， 你 这么 一说 我 就 开始 害怕 了 。,"stop playing around . you know , I get scared when you start talking like this ."
槟榔 屿 地区 的 公共 语言 因 社会阶层 、 社会群体 和 种族 不同 而 不同 ， 主要 有 英语 、 马来语 和 普通话 。,"the common languages of Penang , depending on social classes , social circles and ethnic backgrounds are English , Malay and Mandarin ."
别 担心 你 的 梦想 不太 实际 ， 只要 你 觉得 可能 实现 ， 就是 个 好 梦想 。,"if your dream strikes you as too improbable , don &apos;t worry . if it &apos;s possible in your head , it qualifies as a good dream ."
别人 恐惧 时 ， 我们 贪婪 ； 别人 贪婪 时 ， 我们 恐惧 。,we simply attempt to be fearful when others are greedy and to be greedy only when others are fearful .
别 那么 生 你 母亲 的 气 了 ， 毕竟 ， 她 只是 想 帮助 你 而已 。,"don &apos;t be so angry at your mother . after all , she was only trying to help you ."
冰川 堆积物 的 工程 特性 、 降雨 、 河流 冲蚀 及 工程 开挖 是 影响 冰川 堆积物 边坡 地质灾害 发育 的 主要 因素 。,"the factors , which effect slope stability , are engineering properties of glacial deposits , rainfall , water erosion and slope excavation ."
别 把 你 的 车子 停 在 我 的 房子 外边 ， 你 想想 人家 回 怎么 说 ！,eg Don &apos;t &apos; park your car outside my house ; you know how people talk !
别管 航道 曲折 蜿蜒 ， 让 生命 之舟 穿过 激流 险滩 ， 驶向 理想 的 彼岸 。,"sail the boat of life through rapids and dangerous shoals towards the Faramita of your wishes , no matter how winding the sea @-@ route is ."
宾馆 和 它 大大的 游泳池 ， 游泳池 边 还有 高高的 滑 水槽 ， 与 自然 背景 极 不 协调 。,"the hotel and its large swimming pool , flanked by towering water @-@ chutes , stand out incongruously against the natural backdrop ."
别 笑话 — — 长岛 大学 言语 科学家 、 论文 作者 之一 纳西 玛 · 阿布德 里 - 贝鲁 （ NassimaAbdelli - Beruh ） 说 。,"do not scoff , says Nassima Abdelli @-@ Beruh , a speech scientist at Long Island University and an author of the study ."
宾夕法尼亚大学 的 研究 人员 发现 ， 有 一些 基因 变异 出现 在 与 细胞 排废 系统 有关 的 基因 中 。 排废 系统 的 作用 可能 是 使 ‘ 粘附 ’ 蛋白质 能够 正常 工作 。,other genetic changes pinpointed by the Pennsylvania team occurred in genes involved in a cellular waste system which probably ensures these &quot; adhesion &quot; proteins are kept in working order .
表彰 他 在 电路 ， 系统 和 信号处理 ， 尤其 是 数字滤波 方面 的 贡献 。,"for sustained contributions to circuits , systems , and signal processing , especially his seminal work on wave digital filters ."
滨海新区 建设 中 一些 工程建设 完毕 以后 ， 为 追求 立竿见影 的 景观 效果 采用 换土 ， 植物 移植 等 极端 手段 。,"after getting settled , some of the project adopt the method of changing soil and replant the foliage to reach the rapid respond ."
别怕 缩短 文章 。 你 应该 把 这段 删去 ， 把 那段 缩短 一些 。,don &apos;t be afraid to abbreviate . you should cut a paragraph here and shorten one there .
别管 他 了 ， 来 吧 ， 在 到达 码头 前 我们 侠盗 飞车 任务 把 这件 事情 搞定 。 快 走 。,Z ~ Ah ignore him . come on we got to get this thing ready before we dock . let &apos;s go .
别居 又称 分居 ， 它 产生 于 欧洲 中世纪 基督教 的 教会 法 ， 至今 仍 存在 。,"judicial separation , also called separation , originated from the Canon Law of Christianity in Mediaeval Europe , and still exists today ."
别人 纠正 他 ， 他 就 说 要 跟 女主人 扳 手腕 ， 证明 自己 的 厉害 。,"corrected , he became peevish and offered to arm @-@ wrestlethe hostess to prove a point ."
冰川 湖 的 能量 运动 是 与 海洋 非常 不同 的 ， 是 对 身体 感官 而言 ， 非常 抚慰 舒适 的 。,the movements over the glacial lakes are very different from the ocean and are soothing to the senses of the body .
别忘了 ， 微软 在 企业界 的 地位 根深蒂固 ， 将 Windows 改为 其他 操作系统 成本 不菲 。,"don &apos;t forget that Microsoft is entrenched in the business world , where switching from Windows is tremendously expensive ."
宾夕法尼亚 殖民地 的 铁匠 们 不仅 既 铸造 了 铁器 ， 同时 也 铸就 了 一次 具有 工业 与 政治 影响 的 革命 。,Pennsylvania &apos;s colonial iron masters forged iron and a revolution that had both industrial and political implications .
宾馆 还 为 您 准备 了 健身房 、 桑拿浴 、 网球 、 排球 、 羽毛球 等 康乐 设施 。,"hotel is also prepared for your gym , sauna , tennis , volleyball , badminton and other recreational facilities ."
滨鸟 进化 过程 的 唯一 不同 是 ， 它们 是 被 时间 分隔 的 ； 而 那些 大型 的 、 不会 飞行 的 鸟类 是 被 海洋所 分离 。,"the only difference in the shorebird case is that they were separated by time , whereas the large flightless birds were separated by oceans ."
宾馆 调查 发现 ， 女人 会 从 宾馆 房间 拿走 一些 纪念品 ， 男人 则 把 房间 里 冰箱 内 的 食物 一扫而光 。,"women pilfer souvenirs from their hotel rooms as men raid the bars in the refrigerators in their rooms , the hotel study found ."
别 提起 战争 的话 头 ， 一 提起 他会 滔滔不绝 地 说起 他 在 第二次世界大战 中 的 经历 。,"don &apos;t speak of war , or he will spout his story in the World War Ⅱ ."
表演 是 他们 的 嫡传 技艺 ， 150 多年 来 他们 家族 一直 都 是 演员 。,acting runs in their blood ; they have been actors for more than 150 years .
“ 别吵 ！ 你们 这些 蠢 孩子 ！ ” 当 她们 去 敲门 的 时候 ， 他 这样 说 。,"buzz off , you stupid kids , &quot; he said when they knocked on the door . &quot;"
“ 表演 ” 一 结束 ， 他 马上 给 那名 黑人 “ 歹徒 ” 发 工钱 ， 然后 两个 人 还 握手 拥抱 。,"when it was all over , the blogger handed the &apos; robber &apos; some money and gave him a hug ."
别想 用 枪 指着 我 我 刚才 应该 开枪 射 你 的 ！,don &apos;t ever point a gun at me again . I should &apos;ve fucking shot you .
兵团 作为 国家 实施 罪犯 易地 改造 的 重要 基地 ， 它 的 存在 是 十分必要 的 。,"Corps as a national implementation of the offender moved an important base , and its presence is very necessary ."
“ 别 这样 忙 着 去 崇拜 她 。 ” 瓦朗 蒂娜 面 带 忧郁 的 微笑 着 说 。,"do not be in such a hurry to do that , &quot; said Valentine , with a sad smile . &quot;"
别人 认为 这是 不可 忍受 的 生活 条件 ， 而 我 则 视其为 一项 理财 投资 。,"what others may see as an intolerable living situation , I see as a financial investment ."
别 按 你 自己 的 想象 认为 他们 需要 什么 ； 做些 用户 研究 去 确切 地 发现 他们 所 需 。,don &apos;t rely on your opinion of what you think they need ; do user research to actually find out .
别 这样 。 我 知道 你 跟 他们 两人 关系 都 很 好 ， 我 也 知道 山姆 在 你 面前 倾诉 过 。 你 不 觉得 是 马特 不讲理 吗 ？,"don &apos;t be like that . you know both of them really well , and I know that Sam confides in you . don &apos;t you think Matt is being unreasonable ?"
别人 对 他 说 ， 伊朗 未能 阻止 对 巴格达 逊尼派 的 “ 异教徒 清洗 ” ， 伊朗 还 迫害 其 国内 属于 逊尼派 的 少数派 群体 。,"Iran was failing to stop the ethnic cleansing of Baghdad &apos;s Sunnis , he was told . it persecuted its own Sunni minority ."
别用 你 已经 在 书刊 里 见惯 的 比喻,never use a metaphor or simile you are used to seeing in print =
别 为此 太 过于 纠结 了 ， 因为 大多数 这类 的 问题 发生 仅仅 是因为 女 人们 也 常像 男人 们 一样 不回 电话 … …,don &apos;t go too overboard on this one because a lot of this issue is just the fact that women don &apos;t return calls as often as men do . . .
宾客 将 依次 序由 大门 开始 ， 行经 大厅 和 房间 ， 最后 以 庭院 为 终点 。,"guests will therefore travel through a sequence of &apos; gates , halls and chambers &apos; culminating in a courtyard where daily life congregates ."
“ 别生 我 的 气 ， ” 她 再 一次 支吾 地说 ， 接着 就 把 脸 埋进 他 胸怀 里 ， 情不自禁 地 痛哭 起来 。,"&quot; don &apos;t be angry with me , &quot; she faltered again , and then , breaking down , buried her face in his bosom ."
别 不假思索 的 就 怪罪 于 母亲 ： 一个 爱哭 的 、 得腹 绞痛 的 宝宝 也 同样 会 是 由 父亲 的 情绪 而 影响 形成 的 ， 荷兰 研究 人员 的 报告 说 。,"don &apos;t automatically blame mom : a crying , colicky baby can be just as much the result of dad &apos;s state of mind , Dutch researchers report ."
兵团 也 是 他 的 家 ， 也 像 双亲 的 家 一样 始终 是 可爱 的 、 可贵 的 。,"the regiment was a home , too , and a home as unchangeably dear and precious as the parental home ."
宾厄姆 峡谷 矿井 地处 美国 犹他州 盐湖城 ， 肯尼 科特 铜矿 使 其 闻名遐迩 。,"the Bingham Canyon Mine , also known as the Kennecott Copper Mine , is located in Salt Lake City , Utah , USA ."
别人 对 你 的 改变 反应 如何 ？ 你 是否 收到 了 口头 或非 口头 的 反应 ？ 给 以 具体 说明 。,what was the reaction of others to your change ? did you receive any verbal or nonverbal feedback ? give specific details .
别 再 任性 的 毁坏 你 自己 的 生命 ， 要 知道 你 的 生命 同样 也 属于 我 。,"willful do not destroy your life , must know your life similarly also belongs to me ."
别人 怎么 看 他 无所谓 ， 他 只要 呆 在 焰 的 身边 就 好 。,"other people how see his doesn &apos;t matter , he wants ~ only fatuous in the Yan of nearby good ."
别看 他 四处 流浪 已有 六个月 之 久 ， 他 似乎 在 暗示 ， 他 其实 不是 个 流浪汉 ， 上帝 可以 作证 ！,"he has been on the road six months but in the sight of God , he seemed to imply , he was not a tramp ."
兵丁 拿 苦胆 调和 的 酒 ， 给 耶稣 喝 。 他 尝 了 ， 就 不肯 喝 。,"there they offered Jesus wine to drink , mixed with gall ; but after tasting it , he refused to drink it ."
别尔哥罗德 州 州长 称 ， 这一 节日 与 俄罗斯 文化 传统 不符 ， 同样 被 禁止 的 还有 万圣节 。,"Belgorodskaya oblast governor , said the festival does not match with the Russian cultural tradition , there are also banned Halloween ."
表演 开始 时 ， 艺人 坐在 地毯 上 轻击 盅子 ， 徐缓 起舞 ；,"in the beginning , the performer sits on the carpet , beats the wine cups lightly and begins dancing slowly ."
宾客 纷至 、 车来 轿 往 、 兴师动众 ， 已 成为 禹州 地方 士绅 的 沉重负担 。,"fun to guests , their cars and sedan go , scaled up , has become a heavy burden on the local gentry Yuzhou ."
滨海 大道 最终 会 比 现在 加长 一倍 ， 大道 边要 建成 现代 购物中心 ， 电影院 和 商品 街 。,"eventually the seaside promenade will grow to twice its length and will host futuristic malls , cinemas and arcades ."
别看 哈 努曼 （ 印度 神话 中 的 猴神 ） 蛇仅 有 一 英尺 长 ， 一身 漂亮 的 鲜绿色 ， 这种 蛇 的 毒性 非常 大 ， 常常 可以 致命 。,"only a foot long and a beautiful emerald green the Hanuman snake is extremely poisonous , often deadly ."
